Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,56.290000915527344,58.43000030517578,55.150001525878906,57.959999084472656,37.800846099853516,157676000
2011-02-01,58.380001068115234,60.630001068115234,57.599998474121094,60.58000183105469,39.50961685180664,122011600
2011-03-01,60.790000915527344,60.790000915527344,56.95000076293945,59.400001525878906,38.740020751953125,167948500
2011-04-01,59.54999923706055,62.66999816894531,57.939998626708984,62.16999816894531,40.899879455566406,125245300
2011-05-01,62.369998931884766,62.79999923706055,60.06999969482422,62.79999923706055,41.314327239990234,140763400
2011-06-01,62.65999984741211,62.65999984741211,58.11000061035156,60.29999923706055,39.66965866088867,239534800
2011-07-01,60.369998931884766,63.0,59.04999923706055,60.43000030517578,40.117431640625,169250200
2011-08-01,61.099998474121094,61.099998474121094,49.04999923706055,57.220001220703125,37.98642349243164,418286500
2011-09-01,57.060001373291016,57.380001068115234,50.43000030517578,50.56999969482422,33.57170867919922,231594400
2011-10-01,50.18000030517578,58.18000030517578,46.70000076293945,57.2400016784668,38.40971374511719,243037900
2011-11-01,55.720001220703125,57.529998779296875,51.22999954223633,55.13999938964844,37.00054168701172,172846900
2011-12-01,54.9900016784668,57.65999984741211,53.5099983215332,56.810001373291016,38.12117385864258,116678700
2012-01-01,57.7400016784668,61.02000045776367,56.060001373291016,60.560001373291016,41.063018798828125,116124600
2012-02-01,61.0099983215332,62.040000915527344,59.810001373291016,60.13999938964844,40.778228759765625,103621000
2012-03-01,60.310001373291016,62.810001373291016,59.77000045776367,62.29999923706055,42.242835998535156,128964200
2012-04-01,62.25,64.12000274658203,59.63999938964844,63.90999984741211,43.7115592956543,119193100
2012-05-01,63.849998474121094,64.87000274658203,59.650001525878906,61.220001220703125,41.871707916259766,159795500
2012-06-01,60.2599983215332,64.02999877929688,58.880001068115234,63.939998626708984,43.7320671081543,168873300
2012-07-01,64.27999877929688,66.20999908447266,63.66999816894531,65.43000030517578,45.14632797241211,131283700
2012-08-01,65.72000122070312,66.12999725341797,64.16999816894531,65.62999725341797,45.28432846069336,105900400
2012-09-01,65.51000213623047,68.26000213623047,63.9900016784668,64.37999725341797,44.421836853027344,157844900
2012-10-01,64.5,65.55999755859375,62.86000061035156,64.0,44.51389694213867,159032300
2012-11-01,64.0199966430664,64.91000366210938,60.84000015258789,63.630001068115234,44.25654602050781,236666700
2012-12-01,63.93000030517578,65.23999786376953,63.2400016784668,64.66999816894531,44.97988510131836,192546900
2013-01-01,65.62999725341797,68.30999755859375,65.29000091552734,67.2699966430664,47.36417007446289,159581600
2013-02-01,67.62999725341797,68.87999725341797,66.98999786376953,68.12000274658203,47.96265411376953,155216500
2013-03-01,67.8499984741211,69.55000305175781,67.58999633789062,69.4800033569336,48.92022705078125,175257900
2013-04-01,69.51000213623047,73.48999786376953,69.16000366210938,73.45999908447266,52.16290283203125,189674600
2013-05-01,73.44000244140625,76.20999908447266,68.66000366210938,68.69000244140625,48.77581024169922,254550000
2013-06-01,68.70999908447266,69.33999633789062,62.709999084472656,66.43000030517578,47.1710090637207,394020000
2013-07-01,66.56999969482422,69.5999984741211,64.62000274658203,66.58999633789062,47.72830581665039,218289200
2013-08-01,66.86000061035156,66.94999694824219,60.91999816894531,62.2400016784668,44.610443115234375,242498100
2013-09-01,62.709999084472656,67.5,61.25,63.790000915527344,45.721405029296875,243410900
2013-10-01,63.779998779296875,68.25,62.9900016784668,66.16999816894531,47.87140655517578,278609400
2013-11-01,66.2699966430664,66.9800033569336,63.02000045776367,63.099998474121094,45.650390625,165966200
2013-12-01,62.9900016784668,64.12000274658203,61.900001525878906,63.08000183105469,45.635929107666016,198006600
2014-01-01,63.130001068115234,65.62000274658203,62.599998474121094,65.25,47.648014068603516,196054000
2014-02-01,65.29000091552734,68.68000030517578,64.05999755859375,68.3499984741211,49.91175079345703,205417400
2014-03-01,67.95999908447266,69.33000183105469,66.25,67.66999816894531,49.41518783569336,237471500
2014-04-01,67.88999938964844,69.75,67.31999969482422,69.72000122070312,51.498443603515625,197596400
2014-05-01,69.72000122070312,71.75,69.33999633789062,71.66999816894531,52.93879318237305,194025000
2014-06-01,71.66999816894531,73.16000366210938,70.61000061035156,71.79000091552734,53.02743911743164,194928900
2014-07-01,71.7300033569336,73.51000213623047,71.22000122070312,71.70999908447266,53.415252685546875,179833600
2014-08-01,71.5999984741211,74.69000244140625,70.83999633789062,74.19999694824219,55.2700080871582,172595100
2014-09-01,74.05000305175781,74.94999694824219,68.58999633789062,69.19999694824219,51.545616149902344,257216900
2014-10-01,69.18000030517578,75.16999816894531,68.66000366210938,74.9800033569336,56.358829498291016,276644000
2014-11-01,74.9800033569336,77.72000122070312,74.61000061035156,77.0199966430664,57.89219284057617,170570000
2014-12-01,76.9000015258789,79.12999725341797,74.91999816894531,76.83999633789062,57.75688171386719,226010600
2015-01-01,77.47000122070312,83.54000091552734,77.08000183105469,81.2300033569336,61.69233322143555,204159600
2015-02-01,81.26000213623047,82.41000366210938,78.30000305175781,79.12000274658203,60.0898323059082,225186600
2015-03-01,79.13999938964844,82.41000366210938,76.33000183105469,79.31999969482422,60.241737365722656,247002900
2015-04-01,79.19000244140625,80.88999938964844,75.0199966430664,75.5,57.810546875,184611600
2015-05-01,75.43000030517578,77.20999908447266,73.88999938964844,75.25,57.61910629272461,217828000
2015-06-01,75.44999694824219,76.16999816894531,71.23999786376953,71.30000305175781,54.59457778930664,215171500
2015-07-01,71.27999877929688,75.37999725341797,71.06999969482422,74.83000183105469,57.812259674072266,176528500
2015-08-01,74.83999633789062,76.69000244140625,68.77999877929688,70.4800033569336,54.4515380859375,258456500
2015-09-01,69.77999877929688,73.4800033569336,68.27999877929688,70.94999694824219,54.81463623046875,215921500
