Date,Open,High,Low,Close,Adj Close,Volume
2004-01-20,4.03000020980835,4.065999984741211,4.008999824523926,4.057000160217285,4.057000160217285,0
2004-02-17,4.035999774932861,4.059000015258789,4.019000053405762,4.047999858856201,4.047999858856201,0
2004-03-15,3.7300000190734863,3.7869999408721924,3.7200000286102295,3.7679998874664307,3.7679998874664307,0
2004-04-19,4.323999881744385,4.374000072479248,4.311999797821045,4.372000217437744,4.372000217437744,0
2004-05-17,4.74399995803833,4.751999855041504,4.697000026702881,4.698999881744385,4.698999881744385,0
2004-06-21,4.689000129699707,4.715000152587891,4.676000118255615,4.690000057220459,4.690000057220459,0
2004-07-19,4.363999843597412,4.375999927520752,4.35099983215332,4.361000061035156,4.361000061035156,0
2004-08-16,4.24399995803833,4.289000034332275,4.2270002365112305,4.257999897003174,4.257999897003174,0
2004-09-20,4.104000091552734,4.105999946594238,4.054999828338623,4.058000087738037,4.058000087738037,0
2004-10-18,4.059000015258789,4.085000038146973,4.046999931335449,4.052999973297119,4.052999973297119,0
2004-11-15,4.197999954223633,4.210999965667725,4.178999900817871,4.190000057220459,4.190000057220459,0
2004-12-20,4.190999984741211,4.206999778747559,4.177999973297119,4.198999881744385,4.198999881744385,0
2005-01-18,4.22599983215332,4.242000102996826,4.192999839782715,4.195000171661377,4.195000171661377,0
2005-02-22,4.276000022888184,4.289000034332275,4.258999824523926,4.284999847412109,4.284999847412109,158000
2005-03-21,4.52400016784668,4.534999847412109,4.508999824523926,4.525000095367432,4.525000095367432,0
2005-04-18,4.241000175476074,4.269999980926514,4.2220001220703125,4.249000072479248,4.249000072479248,0
2005-05-16,4.142000198364258,4.144000053405762,4.1020002365112305,4.125,4.125,158100
2005-06-20,4.074999809265137,4.1479997634887695,4.072999954223633,4.103000164031982,4.103000164031982,0
2005-07-18,4.1620001792907715,4.223999977111816,4.1620001792907715,4.2230000495910645,4.2230000495910645,0
2005-08-15,4.251999855041504,4.269999980926514,4.250999927520752,4.269999980926514,4.269999980926514,0
2005-09-19,4.25,4.275000095367432,4.235000133514404,4.247000217437744,4.247000217437744,0
2005-10-17,4.479000091552734,4.499000072479248,4.460999965667725,4.488999843597412,4.488999843597412,0
2005-11-21,4.47599983215332,4.478000164031982,4.447000026702881,4.460999965667725,4.460999965667725,0
2005-12-19,4.458000183105469,4.4679999351501465,4.421000003814697,4.441999912261963,4.441999912261963,0
2006-01-17,4.348999977111816,4.375,4.329999923706055,4.331999778747559,4.331999778747559,0
2006-02-21,4.534999847412109,4.566999912261963,4.5329999923706055,4.563000202178955,4.563000202178955,0
2006-03-20,4.673999786376953,4.678999900817871,4.638000011444092,4.656000137329102,4.656000137329102,0
2006-04-17,5.03000020980835,5.043000221252441,4.993000030517578,5.006999969482422,5.006999969482422,0
2006-05-15,5.171000003814697,5.191999912261963,5.13100004196167,5.1529998779296875,5.1529998779296875,0
2006-06-19,5.140999794006348,5.1529998779296875,5.127999782562256,5.144999980926514,5.144999980926514,0
2006-07-17,5.065000057220459,5.091000080108643,5.059000015258789,5.068999767303467,5.068999767303467,0
2006-08-21,4.830999851226807,4.841000080108643,4.816999912261963,4.818999767303467,4.818999767303467,0
2006-09-18,4.802000045776367,4.8480000495910645,4.802000045776367,4.809999942779541,4.809999942779541,0
2006-10-16,4.794000148773193,4.806000232696533,4.7820000648498535,4.788000106811523,4.788000106811523,0
2006-11-20,4.591000080108643,4.614999771118164,4.591000080108643,4.59499979019165,4.59499979019165,0
2006-12-18,4.5970001220703125,4.60699987411499,4.580999851226807,4.586999893188477,4.586999893188477,0
2007-01-16,4.756999969482422,4.764999866485596,4.736999988555908,4.750999927520752,4.750999927520752,0
2007-02-20,4.705999851226807,4.708000183105469,4.677999973297119,4.679999828338623,4.679999828338623,0
2007-03-19,4.560999870300293,4.578999996185303,4.560999870300293,4.571000099182129,4.571000099182129,0
2007-04-16,4.770999908447266,4.775000095367432,4.729000091552734,4.735000133514404,4.735000133514404,0
2007-05-21,4.811999797821045,4.815999984741211,4.785999774932861,4.788000106811523,4.788000106811523,0
2007-06-18,5.138000011444092,5.188000202178955,5.132999897003174,5.142000198364258,5.142000198364258,0
2007-07-16,5.091000080108643,5.10099983215332,5.039000034332275,5.040999889373779,5.040999889373779,0
2007-08-20,4.684999942779541,4.686999797821045,4.611999988555908,4.633999824523926,4.633999824523926,0
2007-09-17,4.473999977111816,4.499000072479248,4.458000183105469,4.46999979019165,4.46999979019165,0
2007-10-15,4.690999984741211,4.718999862670898,4.669000148773193,4.672999858856201,4.672999858856201,0
2007-11-19,4.144000053405762,4.175000190734863,4.045000076293945,4.078999996185303,4.078999996185303,0
2007-12-17,4.206999778747559,4.23199987411499,4.182000160217285,4.192999839782715,4.192999839782715,0
2008-01-22,3.5169999599456787,3.6019999980926514,3.4730000495910645,3.4839999675750732,3.4839999675750732,0
2008-02-19,3.8529999256134033,3.9130001068115234,3.809000015258789,3.875,3.875,0
2008-03-17,3.372999906539917,3.4159998893737793,3.2880001068115234,3.313999891281128,3.313999891281128,0
2008-04-21,3.734999895095825,3.7720000743865967,3.7060000896453857,3.7119998931884766,3.7119998931884766,0
2008-05-19,3.8389999866485596,3.888000011444092,3.813999891281128,3.8389999866485596,3.8389999866485596,0
2008-06-16,4.224999904632568,4.2729997634887695,4.206999778747559,4.244999885559082,4.244999885559082,0
2008-07-21,4.085000038146973,4.116000175476074,4.060999870300293,4.066999912261963,4.066999912261963,0
2008-08-18,3.8480000495910645,3.865000009536743,3.805000066757202,3.815999984741211,3.815999984741211,0
