,signal,Return,totalreturn,profitline,loss_cut,interest,open_price,settlement day,ensuring_time
2014-08-01,1,0.11456181368354344,8.300003051757812,not crossed,safe,8.300003051757812,72.44999694824219,2015-02-12,195
2014-11-01,1,0.0035904824922635705,8.57000732421875,not crossed,safe,0.2700042724609375,75.19999694824219,2015-05-12,192
2015-02-01,1,-0.0670874874059275,3.1500091552734375,not crossed,safe,-5.4199981689453125,80.79000091552734,2015-08-12,192
2015-05-01,1,-0.036710538362201894,0.36000823974609375,not crossed,safe,-2.7900009155273438,76.0,2015-11-12,195
2015-08-01,1,-0.10897265043194082,-7.8499908447265625,not crossed,safe,-8.209999084472656,75.33999633789062,2016-02-12,195
2015-11-01,1,0.08011987058617327,-1.9699935913085938,not crossed,safe,5.879997253417969,73.38999938964844,2016-05-12,193
2016-02-01,1,0.23812348734578478,14.120010375976562,not crossed,safe,16.090003967285156,67.56999969482422,2016-08-12,193
2016-05-01,1,-0.05684261280160087,9.630012512207031,not crossed,safe,-4.489997863769531,78.98999786376953,2016-11-14,197
2016-08-01,1,-0.056520190395916325,4.910011291503906,not crossed,safe,-4.720001220703125,83.51000213623047,2017-02-13,196
2016-11-01,1,0.036052837097704536,7.610008239746094,not crossed,safe,2.6999969482421875,74.88999938964844,2017-05-12,192
2017-02-01,1,0.02048607565051294,9.220008850097656,not crossed,safe,1.6100006103515625,78.58999633789062,2017-08-14,194
2017-05-01,1,0.06700163519324359,14.420005798339844,not crossed,safe,5.1999969482421875,77.61000061035156,2017-11-13,196
2017-08-01,1,-0.07871645619687014,8.140007019042969,not crossed,safe,-6.279998779296875,79.77999877929688,2018-02-12,195
2017-11-01,1,-0.06728788265043495,2.5800094604492188,not crossed,safe,-5.55999755859375,82.62999725341797,2018-05-14,194
2018-02-01,1,0.09884278336112601,9.840011596679688,not crossed,safe,7.260002136230469,73.44999694824219,2018-08-13,193
2018-05-01,1,0.04887618475219771,13.58001708984375,not crossed,safe,3.7400054931640625,76.5199966430664,2018-11-12,195
2018-08-01,1,0.03786666601208014,16.64002227783203,not crossed,safe,3.0600051879882812,80.80999755859375,2019-02-12,195
2018-11-01,1,0.07921893827980454,23.01001739501953,not crossed,safe,6.3699951171875,80.41000366210938,2019-05-13,193
2019-02-01,1,0.09141005321472902,30.6400146484375,not crossed,safe,7.629997253417969,83.47000122070312,2019-08-12,192
2019-05-01,1,0.04287360180383441,34.370018005371094,not crossed,safe,3.7300033569335938,87.0,2019-11-12,195
2019-08-01,1,0.08210916206466368,41.860015869140625,not crossed,safe,7.489997863769531,91.22000122070312,2020-02-12,195
2019-11-01,1,-0.22247908299444508,21.65001678466797,not crossed,safe,-20.209999084472656,90.83999633789062,2020-05-12,193
2020-02-01,1,-0.16234031322601392,5.640014648437486,not crossed,safe,-16.010002136230483,98.62000274658205,2020-08-12,193
2020-05-01,1,0.19370005171807084,19.23001098632811,not crossed,safe,13.589996337890625,70.16000366210938,2020-11-12,195
2020-08-01,1,0.08454461680403766,26.210014343261705,not crossed,safe,6.980003356933594,82.55999755859375,2021-02-12,195
2020-11-01,1,0.13039345749244566,37.18001556396483,not crossed,safe,10.970001220703125,84.12999725341797,2021-05-12,192
2021-02-01,1,0.18807910249226314,54.03002166748044,not crossed,safe,16.85000610351561,89.58999633789062,2021-08-12,192
2021-05-01,1,0.15491186319617825,68.79002380371091,not crossed,safe,14.760002136230469,95.27999877929688,2021-11-12,195
2021-08-01,1,-0.043298924548503835,64.17002868652338,not crossed,safe,-4.619995117187528,106.6999969482422,2022-02-14,197
2021-11-01,1,-0.1439992597262304,48.32003021240229,not crossed,safe,-15.849998474121094,110.06999969482422,2022-05-12,192
2022-02-01,1,-0.003590094371748566,47.95003509521476,not crossed,safe,-0.3699951171875284,103.05999755859376,2022-08-12,192
2022-05-01,1,-0.09633370693507844,38.78002929687493,not crossed,safe,-9.17000579833983,95.19000244140624,2022-11-14,197
2022-08-01,1,-0.09997074146137322,28.53002929687493,not crossed,safe,-10.25,102.52999877929688,2023-02-13,196
2022-11-01,1,-0.034858398663469334,25.490028381347585,not crossed,safe,-3.0400009155273438,87.20999908447266,2023-05-12,192
2023-02-01,1,-0.08500923879142876,17.67002868652338,not crossed,safe,-7.8199996948242045,91.98999786376952,2023-05-12,100
2023-05-01,1,0.020381576408852378,19.390029907226506,not crossed,safe,1.720001220703125,84.38999938964844,2023-06-29,59
